position,company,salary,city,work_years,education,desc,domain,stage,scale
数据分析主管,美团点评外卖事业部招聘,15k-30k,北京,经验3-5年,本科及以上,职位描述：岗位要求：1、研究代理城市外卖业务运营模式，基于业务目标、业务模式以及城市间的不同差异性，提炼关键考核指标，指导城市运营方向；2、搭建渠道部差异化考核模型，并在每次下发后不断做策略复盘和模型迭代；3、根据模型确定不同城市的考核方向，并设定目标制定逻辑和进行目标测算，保证目标完成在合理区间，且符合正态分布；4、完成上月绩效结果测算、结果复盘，本月目标下发，下月方向制定的全流程；5、为渠道部实现过程指标的差异化考核负责。岗位要求：1、大学本科以上学历，管理、统计学、经济学等相关专业背景；2、有3年以上渠道代理商绩效管理或目标制定工作经验，有意愿从管理制度驱动的维度进行代理商管理类工作； 3、有2年项目管理经验，至少有2个主R项目经验；4、学习力和洞察力突出，具备优秀的逻辑思维能力、表达能力、沟通协调能力，能够与各部门有效合作；5、熟练使用数据分析类软件，有较强的分析和建模能力；6、有管理1-2人团队经验的优先。,消费生活,上市公司,2000人以上
经营数据分析,美团点评外卖事业部招聘,15k-20k,北京,经验1-3年,本科及以上,职位描述：岗位职责：1.业务数据分析：负责校园业务相关数据的分析和汇总汇报，预算&考核目标的分析结论输出和报告、报表输出；2.考核方案输出&目标预测：负责校园考核的分析，并结合业务实际情况和业务目标制定、输出可落地的差异化考核方案；根据业务情况对业务核心指标进行预测和部分指标的目标制定；3.业务策略推进：与业务团队、产品、业务优化团队紧密协同，将策略方案通过效能最大化方式落地；4.根据业务形态和分析，逐渐积累可供业务分析使用的分析模型逻辑，推进产品及运营实施，确保产品及运营不断完善；5.解决临时数据支持需求，提取并分析。任职要求：1.本科及以上学历；2.有互联网、咨询相关行业背景，3年以上工作经历；3.熟练独立编写商业数据分析报告，具备良好的商业敏感度和创新意识，具备将复杂商业问题转化为适当的统计模型并产品化的能力；4.有良好的统计学理论知识，并熟练掌握常用统计分析方法，同时能够熟练使用数据分析工具；5.可以根据业务的需求，涉及数据分析方案，利用现有数据资源，进行数据提取、整理和挖掘，建立合适的分析模型；6.热情，自我驱动力强，具备较强的抗压能力、沟通能力和团队精神。岗位亮点：1.有机会全身心地参与外卖行业，体验并掌握各个环节的核心要素；2.能在急速发展的业务中，建立对业务、运营、产品的认知，构建完整的宏观图景；3.能和团队一起学习，共同进步。,消费生活,上市公司,2000人以上
大数据分析与挖掘工程师,云天励飞招聘,17k-28k,深圳,经验3-5年,本科及以上,职位描述：1、参与数据分析与挖掘系统的需求分析，方案设计、系统研发和业务挖掘工作2、参与图像大数据挖掘项目的开发任职资格：1、熟悉Java平台IO、多线程、网络等基础知识和相关框架2、熟悉Linux基础知识和常用命令，能较强的分析和解决问题能力3、熟悉HDFS、Hbase、Hive等大数据存储技术工具，原理和应用4、熟悉Yarn/Mesos、MapReduce/Spark，Kylin等大数据分析技术的一种或多种5、熟悉数据集成和大规模数据转换技术和工具，如Kettle，Sqoop，Flume等6、熟悉数据采集工程（爬虫）工作原理，能编写和部署大规模爬虫系统,人工智能,B轮,真格基金(天使轮)
CRM数据分析师,数云企业级产品和解决方案事业部招聘,8k-15k,上海,经验1-3年,本科及以上,"职位描述：职位描述：1 提供对业务支持的CRM相关分析报告及数据分析需求；2 独立承担客户方的活动方案策划项目；3 协助客户推进各个CRM项目及提升各项KPI；4 主动承担CRM数据分析的流程优化工作；岗位要求：1 2年以上相关经验，大学本科毕业或以上，计算机、信息管理、统计学等相关专业背景优先2 在零售电商或传统零售领域有过CRM数据分析、策划相关经验者优先考虑3 良好的数据分析，数据洞察，以及编码能力4 熟悉MySQL、Tableau ,经验丰富者优先考虑5 要求具备主动积极和乐观的工作态度，思路清晰，执行力较强6 良好的沟通能力","企业服务,数据服务",C轮,阿里巴巴(C轮)，通鼎互联(B轮)
内容社区数据分析师,字节跳动招聘,15k-30k,上海,经验1-3年,本科及以上,职位描述：职位职责：1、搭建各业务线社区生态指标体系，监控和优化各环节风险指标，完善数据归因体系；2、在海量数据中挖掘规律，通过数据分析、数据工具驱动产品、策略改进，推进分析结果落地；3、对接国内外业务团队，推进数据分析价值全球化落地。职位要求：1、本科及以上学历，数学、统计学相关专业优先，有扎实的统计和数据挖掘理论基础；2、2年以上数据分析经验，有内容生态相关数据分析经验者优先；3、熟练使用SQL/Python/R/excel/Tableau等数据分析和统计分析工具；4、有数据仓库项目设计或搭建经验，对模型/推荐与数据结合有较深的理解；5、敏锐的公司产品相关行业技术发展趋势把握能力，和宏观分析判断决策能力；6、有海外经历，英语优秀者优先。,文娱丨内容,C轮,2000人以上
IT数据分析专员,杭州悠可招聘,6k-8k,杭州,经验1-3年,本科及以上,职位描述：工作职责：1、负责帮助业务部门梳理数据需求，以数据类产品形式呈现，包括但不局限于报表形式；2、负责运用已有系统协助其他部门的日常数据分析，给到量化分析报告，定期完成日、周、月、季报等数据报告工作；3、负责业务部门数据分析与数据挖掘的分析模型、体系构建；4、协助用户调研、及用户行为分析等数据价值挖掘工作；5、参与部分数据类项目协助工作； 任职要求：1、具有客户数据模型建立和数据化运营经验、数据类产品规划经验优先考虑；2、本科（含）以上学历，计算机、统计学、应用数学相关专业优先考虑，一年以上数据分析经验（电商、化妆品行业经验优先）；3、对数据敏感、有较强的逻辑思维能力和独立专项分析能力，有较强的规划能力以及落地的执行力；4、了解SQL，具备基本编程能力、能够进行简单的查询语句编写；5、具有良好的沟通能力，做事主动、细致耐心、有责任心，较好的团队协同能力；,电商,上市公司,500-2000人
游戏数据分析师,万年历招聘,10k-20k,成都,经验3-5年,本科及以上,职位描述：1、负责收集游戏日常数据监控、预警、分析、挖掘工作；对产品调优、产品运营提供有力数据支持；2、定期进行运营、渠道以及市场分析；发现潜在问题，挖掘产品潜力，提出合理执行建议；3、定向活动以及功能分析，根据历史数据根除活动及功能制定建议；上线后表现分析总结，给出合理改进优化建议；4、开展专题式深度产品及市场分析挖掘，分析建模、数据检验、产出分析报告；指导产品调优、运营策略制定；5、参与数据产品建设；与其他部门协作，解读其他部门对数据产品的需求，制定合理数据产品需求，参与数据产品落地。任职要求：1、本科及以上学历，3年以上游戏或互联网数据分析经验；数理逻辑清晰，数据敏感度高；数学专业、统计学专业优先；2、熟悉游戏业务指标使用方法及场景，能够独立完成游戏业务分析；3、熟悉使用SQL语句、EXCEL；掌握SPSS、RSAS等其中一种分析工具；4、具有一定的数据挖掘、建模、预测能力；可独立对游戏进行深入挖掘；5、对海外休闲游戏市场有一定敏感度，能对新项目立项提供数据支持和优化建议，熟悉海外休闲游戏市场，对各类型休闲游戏玩家有深入了解。,移动互联网,不需要融资,150-500人
数据分析师,Soul App招聘,20k-40k,上海,经验3-5年,本科及以上,职位描述：岗位职责：对业务数据分析挖掘相关工作负责，通过数据分析和数据挖掘，找到业务增长的改进点，调优建议和方向。包括但不限于： 1、梳理业务逻辑，构建业务指标体系，利用数据驱动业务提升；2、针对平台数据走势，异常波动等情况，定期做出专项数据分析报告，并提出解决方案，成功影响、指导业务决策；3、针对竞品，新玩法，新功能，新活动的效果，进行数据分析，能将方法和思路提炼为产品需求；4、一些临时性的数据需求。岗位要求：1、2年以上互联网产品数据分析经验，数据分析和思维逻辑能力强，熟悉数据体系建设，数据需求，落实着地； 2、有成熟的数据分析和数据挖掘经验。至少熟练掌握一种查询工具（SQL、hive）。至少数量掌握一种分析工具（SPSS、R语言、SAS等）； 3、工作细致，耐心，有强烈的责任感。工作主动性强，跨团队沟通协作能力良好，抗压能力强；4、数据分析相关专业背景，统计学、数学、计算机等相关专业优先。,"社交,文娱丨内容",C轮,150-500人
数据分析师,DataStory交付中心招聘,8k-15k,广州,经验1-3年,本科及以上,职位描述：岗位职责1、与客户沟通，理解、细化客户的数据分析需求，了解客户对数据需求背后的目的，更好地为客户提供解决方案。需求范围包括：企业供应链优化、店铺选址、产品体验和创新、企业网络舆情、品牌网络口碑、消费者洞察等；2、根据商业背景和相关行业背景，搭建清晰的研究框架，设计研究方案，将客户需求落地；3、基于多维大数据以及不同数据特点，使用公司自有大数据分析工具，洞悉数据背后的信息，满足客户的分析需求；结合自身和团队的研究经验，基于数据洞察结果提出合理的解决方案和意见，提升数据价值；4、承担分析报告撰写的主笔工作。任职条件1、本科以上学历；2、有3年以上的咨询公司、广告/公关公司或大型企业市场研究或用户研究部门工作背景；3、对零售行业及商业模式有一定的了解，对数据有较高的敏锐性；4、具备数据操作能力，熟练使用Excel，熟练使用SPSS等至少一种统计软件；5、具备独立完成PPT制作，报告撰写能力；6、良好的沟通与表达能力，能与客户对接需求。,数据服务,B轮,150-500人
KYY-数据分析工程师,顺丰科技有限公司招聘,20k-40k,深圳,经验3-5年,本科及以上,职位描述：岗位职责：1、负责顺丰内部日常的数据描述、数据分析和数据解释；2、针对特定的顺丰核心业务需求，基于大规模数据进行数据挖掘和分析；3、负责相关业务的数据梳理以及流程优化，为团队提供数据支撑；任职资格：1、全日制本科及以上学历，三年以上相关工作经验，物流行业背景优先；2、了解数据库以及hive、SQL的使用；3、熟悉数据分析工具，如R、SPSS、SAS、PYTHON等；4、具备较强的逻辑思维能力和数字敏感性；5、具备良好沟通能力、学习能力和团队协作精神，工作细致认真，积极主动；,物流丨运输,不需要融资,2000人以上
收银业务部-数据分析专家,美团点评到店事业群招聘,20k-25k,北京,经验3-5年,本科及以上,职位描述：职责描述：1、基于业务需求，规划分析思路，完成从数据提取、数据清洗、数据分析和报告产出的整个流程，为业务问题原因排查及解决方案提供数据支撑；2、主动分析并研究业务数据，基于数据分析结果，为管理层和业务部门提供策略分析和业务优化建议；3、深入理解业务流程，建立业务数据指标体系与模型，实现分析报表可视化设计开发。任职要求：1、统计学、数学、计算机信息类、数据挖掘等相关专业，本科及以上学历；2、3年以上数据分析相关工作经验，具有互联网数据挖掘、用户行为分析经验者优先；3、熟练使用Excel、PPT、SQL，PowerBI/Tableau、R/python等常用数据处理及分析工具；4、具有优秀的逻辑思维和沟通协调能力，分析和解决问题能力；5、工作态度认真踏实，处理问题关注细节，能承受一定的工作压力；,消费生活,上市公司,2000人以上
数据分析师,一览科技产品研发部招聘,20k-40k,北京,经验1-3年,本科及以上,"职位描述：岗位职责：1.通过数据挖掘和量化分析为运营和产品提供深度洞见;2.与产品,研发,运营密切合作,通过数据来发现业务的增长点;3.设计维护核心报表帮助管理层和运营人员了解核心业务情况;岗位要求：1.国内外科技公司或在其他行业的量化分析领域累计1年以上工作经验;2.熟悉SQL和至少一种解释分析语言(R,Python等)3.有用数据方法对业务(产品,运营,策略等)产生过实质影响的经验;4.熟悉常规数据分析方法,对自身的数据分析经历有系统沉淀,学习能力强;5.良好的沟通能力,耐压力,和强大的推动力加分项：1.有数据可视化经验2.熟悉python编程","移动互联网,文娱丨内容",B轮,150-500人
数据分析专员,三七互娱招聘,8k-16k,广州,经验应届毕业生,本科及以上,职位描述：岗位职责：1、日常监控数据，实时发现并解决广告投放中出现的问题；2、负责部门广告数据整理与分析，能够基于数据分析得到有价值的信息，为广告投放决策提供数据支持；3、收集并拓展游戏行业内数据报告；4、完成部门日常的其他数据支撑工作；任职要求：1、本科以上学历，数据分析专业相关（理学、统计学、数据挖掘专业优先）；2、数据分析和逻辑能力优秀，熟悉Excel各项分析与统计，掌握基础数据分析工具；3、做事认真细心，有上进心，有责任感，能承受工作压力，适应游戏公司的快节奏；4、熟悉游戏产品，或具有相关游戏分析相关工作经验优先。,游戏,上市公司,2000人以上
数据分析师（机器学习）,联想集团招聘,30k-40k,北京,经验3-5年,硕士及以上,职位描述：职责1.利用大数据分析技术协助商业分析人员洞察业务策略与运营中的问题，定位关键改进因素2.以统计分析，数据探索和预测建模等技术方法，驱动业务的提升与优化3.协助商业团队进行盈利模式的优化和创新3.参与和指导数据平台与分析工具的建设 技能1.3年以上大数据分析领域工作经验2.计算机科学，统计，应用数学或其他相关领域本科/硕士以上学历3.精通数据分析相关技术，编程语言与软件工具（例如SAS/R/MATLAB/PYTHON/SPSS）4.熟悉C++或Java，精通SQL语言5.熟悉主流大数据框架（Hadoop/Hive/Spark/RDB）6.善于团队沟通与合作，强烈的团队精神7.杰出的问题分析与解决能力8.优秀的跨团队跨项目协作能力与商业视野,"移动互联网,数据服务",上市公司,2000人以上
数据分析师,一点资讯招聘,15k-30k,北京,经验不限,本科及以上,职位描述：岗位职责：1、完成部门的日常报表处理和数据提取需求，配合业务部门的项目给予数据支持；2、协助业务部门进行数据分析与解读，并提供优化策略，以数据驱动平台用户增长；3、基于对业务的深刻理解，梳理各个业务模块的逻辑及核心流程，完成指标逻辑定义；4、参与公司经营分析，描述业务特征，发现和分析其中的变化、问题，为业务发展提供决策支持。任职资格：1、本科或以上学历，数学、统计学、计算机专业优先，211、985（或同等海外院校）优先；2、精通Excel，熟练运用SQL，具备熟练了解和使用任一数据分析工具：Python、R、SAS、SPSS、Tableau；3、具备较强的需求分析能力和逻辑思维能力，能够主动思考和快速学习；4、优秀的沟通能力和团队协作能力，积极主动推进相关项目、责任心强、注重细节。,文娱丨内容,D轮及以上,500-2000人
数据分析师,虎扑招聘,20k-30k,上海,经验3-5年,本科及以上,职位描述：岗位职责：1）与业务相关方进行需求沟通并独立承担数据分析等数据工作；2）对日常运营产品数据监控和分析；岗位要求：1）本科及以上学历，3年以上互联网行业相关经验；2）精通sql，熟悉mysql数据库，能编写较复杂的计算逻辑；3）熟练运用R、PYTHON、SAS等主流数据分析软件工具；4）有数据敏感度，能从海量数据中提取核心结论，并用清晰且简洁的方式呈现其商业洞察；5）逻辑思维清晰，严谨细致，有良好的沟通理解能力和跨团队协作精神；6）了解Tableau、帆软等BI工具者优先；     7）有大型互联网公司从业经验的优先,"移动互联网,文娱丨内容",D轮及以上,500-2000人
数据分析师,贝锐科技产品战略部招聘,8k-12k,广州,经验1-3年,本科及以上,职位描述：岗位职责：1、负责Oray平台多维度指标体系的梳理和建设；2、按要求完成数据分析报告、数据报表等，可视化展现分析结果；3、监控每日站点数据，包括流量，转化率等，及时发现异常并提出；4、基于多维数据以及不同数据特点，使用数据分析工具，洞悉数据背后信息，协助产品进行改进、给产品运营提供意见、建议；5、基于海量数据、大数据平台的数据挖掘，提升数据分析的价值。任职要求：1、全日制统招本科及以上学历，数学、统计学及计算机相关专业；2、熟练使用统计分析工具，逻辑严谨，具备良好的数据分析能力；3、熟练使用SQL/Excel/Python/R/Tableau等工具；4、良好的快速学习能力、语言表达能力、分析问题能力、解决问题能力、抗压能力、积极主动、有责任心；5、有神策分析、友盟平台、Hadoop/Spark等大数据平台经验者优先。,"移动互联网,数据服务",不需要融资,150-500人
高级数据分析师-北京,美图公司招聘,20k-35k,北京,经验3-5年,本科及以上,职位描述：1、优化业务监控指标体系，诊断业务健康度，及时发现业务问题与机会，进行异常排查、专项分析等工作，发现问题、定位原因，并能提出有效的解决策略；2、主动协助业务部门开展策略研究（版本迭代、用户行为、召回机制等），能够基于业务实际问题快速响应，发现业务增长点，输出高质量的洞察和判断，为决策提供引导；3、开展专项研究，深度挖掘用户数据，找出行为规律并模型化，驱动产品、运营策略迭代；核心战略决策的数据洞察与支持。工作要求：1、2年以上互联网行业数据分析工作经验；2、熟悉常用数据工具，Office，HiveQL，Tableau，Python等；3、掌握常用数据分析方法、AB实验基础理论，并有丰富的应用经验；4、产品同理心强，能通过数据分析以洞察用户偏好5、结果导向，对业务理解能力强，敏锐的洞察、分析能力；6、严谨、客观的数据态度，良好的沟通能力、表达能力、时间管理能力。加分项：*有美颜或相机相关工具产品数据分析经验；*有过用户增长、数据埋点、用户行为分析、分层体系、挖掘项目经验优先。,硬件,上市公司,2000人以上
数据分析师（营销方向）,还呗-智能信贷领先者产品运营中心招聘,20k-30k,上海,经验3-5年,本科及以上,"职位描述：岗位职责：1、根据业务目标需要，开发用户响应、流失预警等营销模型，和运营业务团队一起运用模型完善业务经营策略和营销方案。2、建立和完善业务运营指标数据，跟踪预测客群走势。支持信贷业务数据库报表规划管理与业务数据探查分析。3、分析评估公司内外数据和变量，提出数据引入、使用方面的策略。 任职资格：1、大学本科（含）以上学历，数理、金融、计算机等专业毕业2、具有较强的数据分析能力和逻辑思维能力，具有一定的模型经验3、熟练处理各种数据,熟练运用SQL，4、精通SAS/R/Python等至少一种数据处理分析语言5、熟练应用办公软件Excel、Word、PowerPoint等6、具有2年以上银行、消费金融公司、P2P公司、小贷公司运营、风险管理等相关工作经验  ",金融,B轮,获众为资本及诺亚财富3300万美元B+轮投资(B轮)，获得新浪3000万美元投资(B轮)，获得红杉中国、信达香港及诺亚财富3.5亿元投资(A轮)，分众传媒(天使轮)
KYY-数据分析工程师,顺丰科技有限公司招聘,20k-40k,深圳,经验3-5年,本科及以上,职位描述：岗位职责：1、负责顺丰内部日常的数据描述、数据分析和数据解释；2、针对特定的顺丰核心业务需求，基于大规模数据进行数据挖掘和分析；3、负责相关业务的数据梳理以及流程优化，为团队提供数据支撑；任职资格：1、全日制本科及以上学历，三年以上相关工作经验，物流行业背景优先；2、了解数据库以及hive、SQL的使用；3、熟悉数据分析工具，如R、SPSS、SAS、PYTHON等；4、具备较强的逻辑思维能力和数字敏感性；5、具备良好沟通能力、学习能力和团队协作精神，工作细致认真，积极主动；,物流丨运输,不需要融资,2000人以上
收银业务部-数据分析专家,美团点评到店事业群招聘,20k-25k,北京,经验3-5年,本科及以上,职位描述：职责描述：1、基于业务需求，规划分析思路，完成从数据提取、数据清洗、数据分析和报告产出的整个流程，为业务问题原因排查及解决方案提供数据支撑；2、主动分析并研究业务数据，基于数据分析结果，为管理层和业务部门提供策略分析和业务优化建议；3、深入理解业务流程，建立业务数据指标体系与模型，实现分析报表可视化设计开发。任职要求：1、统计学、数学、计算机信息类、数据挖掘等相关专业，本科及以上学历；2、3年以上数据分析相关工作经验，具有互联网数据挖掘、用户行为分析经验者优先；3、熟练使用Excel、PPT、SQL，PowerBI/Tableau、R/python等常用数据处理及分析工具；4、具有优秀的逻辑思维和沟通协调能力，分析和解决问题能力；5、工作态度认真踏实，处理问题关注细节，能承受一定的工作压力；,消费生活,上市公司,2000人以上
收银业务部-经营数据分析,美团点评到店事业群招聘,15k-20k,北京,经验3-5年,本科及以上,职位描述：岗位职责：1.基于数据分析及对业务的认知，对供给渠道运营政策进行分析给出判断，为部门提供业务决策依据；2.负责区域或城市业务指标的剖析，制定相应的改进策略，定期复盘、迭代；3.负责将渠道业务数据分析结论模式化、对接业务系统，实现数据产品线上展示；4.分析代理商的盈利模式，输出宏观的代理商盈利模型；5.关注行业和竞争发展，制定相应的市场策略，推动提高市场竞争力。岗位要求：1.5年以上数据分析或商业分析经验，有互联网经验和渠道经验的优先考虑；2.具有良好的商业洞察力和数据敏感度，能与各部门高效协作；3.较强的分析和结论输出能力，能够独立开展完成数据分析和报告；4.对数据产品／数据系统和工具有基于自己实战分析经验的理解和想法；5.学习能力强，能够基于细节来理解和把握业务需求，有耐心，注重自我持续成长。,消费生活,上市公司,2000人以上
数据分析师,DataStory上海分公司招聘,10k-20k,上海,经验1-3年,本科及以上,职位描述：岗位职责：1、与客户沟通，理解、细化客户的数据分析需求，了解客户对数据需求背后的目的，更好地为客户提供解决方案。需求范围包括：企业网络舆情、品牌网络口碑、消费者洞察、社会化运营数据、产品体验和创新等；2、根据商业背景和相关行业背景，搭建清晰的研究框架，设计研究方案，将客户需求落地；3、基于多维大数据以及不同数据特点，使用公司自有大数据分析工具，洞悉数据背后的信息，满足客户的分析需求；结合自身和团队的研究经验，基于数据洞察结果提出合理的解决方案和意见，提升数据价值；4、承担分析报告撰写的主笔工作。任职资格：1、本科以上学历；2、有3年以上的咨询公司、广告/公关公司或大型企业市场研究或用户研究部门工作背景；3、对制造、快消、互联网、零售等行业及商业模式有一定的了解，对数据有较高的敏锐性；4、具备数据操作能力，熟练使用excel，熟练使用SPSS等至少一种统计软件；5、具备独立完成PPT制作，报告撰写能力；6、良好的英文写作能力，能撰写英文分析报告；7、良好的沟通与表达能力，能与客户对接需求。,数据服务,B轮,150-500人
兼职数据分析师,华壹信融分析部招聘,8k-16k,北京,经验不限,大专及以上,"职位描述：岗位职责： 1.兼职日常工作可在家完成，定期整理行情走势数据，向上级领导分析结果； 2.按照部门主管的要求进行技术和基本面规律的分析，进行数据的搜集或整理； 3.配合其他部门有关工作； 4.遵守公司的各项管理制度，承办领导交办的其他工作。 岗位要求： 1.25-45周岁,大本及其以上学历;性别不限、专业不限； 2.要有投资经验，会看k线图，会技术分析（公司定期有技术提高班培训给新入职员工）； 3.性格开朗，诚实守信、踏实勤奋，工作积极主动；4.能承受较强的工作压力,且有强烈的上进心。 薪资待遇： 1、分析师10000-15000+20%分红+五险一金2、完整晋升空间。每三个月有一次晋升机会，每次薪资涨幅4000-5000 3、保障安全有五险一金 福利待遇： 1、每月享有带薪病假，休息时也会有工资拿； 2、弹性的工作时间，让你工作自由安排； 3、提供各种高大上下午茶及零食； 4、各种高端大气上档次的团队建设； 5、专属每位员工的生日派对、礼物、和小伙伴们最真挚的祝福 6、不定时不定量的微信抢红包的惊喜活动，等你来抢； 7、神一般的队友，激情四溢朝气蓬勃的团队工作氛围； 8、最重要的是来到这里，你将拥有最广阔的职业发展空间，最充足的资源支持，最人性化的管理，不管你在那个岗位，只要你可做，就有机会成为部门leader进而走进公司高级管理层",金融,未融资,150-500人
YFX-数据分析专员(风险监测...,微众银行招聘,12k-20k,深圳,经验1-3年,本科及以上,"职位描述：岗位职责：1、信贷业务数据的监测分析；2、内外部数据测试分析；3、贷后风险监控、贷后检查等。任职要求：1、全日制本科及以上学历，统计学、数学、计算机等专业优先；2、熟练使用SAS,R, python, SQL等数据处理、统计分析工具；3、责任心、学习能力、创新能力、较好的团队合作和沟通能力。",金融,未融资,2000人以上
数据分析师,一览科技产品研发部招聘,20k-40k,北京,经验1-3年,本科及以上,"职位描述：岗位职责：1.通过数据挖掘和量化分析为运营和产品提供深度洞见;2.与产品,研发,运营密切合作,通过数据来发现业务的增长点;3.设计维护核心报表帮助管理层和运营人员了解核心业务情况;岗位要求：1.国内外科技公司或在其他行业的量化分析领域累计1年以上工作经验;2.熟悉SQL和至少一种解释分析语言(R,Python等)3.有用数据方法对业务(产品,运营,策略等)产生过实质影响的经验;4.熟悉常规数据分析方法,对自身的数据分析经历有系统沉淀,学习能力强;5.良好的沟通能力,耐压力,和强大的推动力加分项：1.有数据可视化经验2.熟悉python编程","移动互联网,文娱丨内容",B轮,150-500人
数据分析专员,三七互娱招聘,8k-16k,广州,经验应届毕业生,本科及以上,职位描述：岗位职责：1、日常监控数据，实时发现并解决广告投放中出现的问题；2、负责部门广告数据整理与分析，能够基于数据分析得到有价值的信息，为广告投放决策提供数据支持；3、收集并拓展游戏行业内数据报告；4、完成部门日常的其他数据支撑工作；任职要求：1、本科以上学历，数据分析专业相关（理学、统计学、数据挖掘专业优先）；2、数据分析和逻辑能力优秀，熟悉Excel各项分析与统计，掌握基础数据分析工具；3、做事认真细心，有上进心，有责任感，能承受工作压力，适应游戏公司的快节奏；4、熟悉游戏产品，或具有相关游戏分析相关工作经验优先。,游戏,上市公司,2000人以上
高级数据分析师（海外项目）,汽车之家招聘,25k-35k,北京,经验3-5年,本科及以上,职位描述：岗位描述：1、整体负责海外业务数据分析工作，建立运营数据分析体系，多角度多模型刻画业务数据状态，编制分析报告，提出业务管理的改进建议，清晰反映产品推广效果及成本状况；2、通过数据监控快速精准发现问题，与各团队进行沟通，落实改进措施；3、分析相关的行业趋势，为业务提供有价值的行业趋势分析和方向建议；4、根据部门业务进行预算管控，对各专项费用进行效率评估，对整体预算执行进行风险把控；岗位要求：1、3年以上相关工作经验，本科及以上学历，统计、数学、计算机或者相关专业；2、精通Excel、SQL，掌握Tableau等BI工具；3、好奇心强，求知欲强，有钻研探索精神，对数据分析有强烈兴趣者，能将重复的工作自动化；4、具有良好沟通协调能力、良好的抗压性、高度的责任心和团队协作精神。5、有海外互联网项目相关工作经验优先,汽车丨出行,上市公司,2000人以上
数据分析师（机器学习）,联想集团招聘,30k-40k,北京,经验3-5年,硕士及以上,职位描述：职责1.利用大数据分析技术协助商业分析人员洞察业务策略与运营中的问题，定位关键改进因素2.以统计分析，数据探索和预测建模等技术方法，驱动业务的提升与优化3.协助商业团队进行盈利模式的优化和创新3.参与和指导数据平台与分析工具的建设 技能1.3年以上大数据分析领域工作经验2.计算机科学，统计，应用数学或其他相关领域本科/硕士以上学历3.精通数据分析相关技术，编程语言与软件工具（例如SAS/R/MATLAB/PYTHON/SPSS）4.熟悉C++或Java，精通SQL语言5.熟悉主流大数据框架（Hadoop/Hive/Spark/RDB）6.善于团队沟通与合作，强烈的团队精神7.杰出的问题分析与解决能力8.优秀的跨团队跨项目协作能力与商业视野,"移动互联网,数据服务",上市公司,2000人以上
数据分析师,一点资讯招聘,15k-30k,北京,经验不限,本科及以上,职位描述：岗位职责：1、完成部门的日常报表处理和数据提取需求，配合业务部门的项目给予数据支持；2、协助业务部门进行数据分析与解读，并提供优化策略，以数据驱动平台用户增长；3、基于对业务的深刻理解，梳理各个业务模块的逻辑及核心流程，完成指标逻辑定义；4、参与公司经营分析，描述业务特征，发现和分析其中的变化、问题，为业务发展提供决策支持。任职资格：1、本科或以上学历，数学、统计学、计算机专业优先，211、985（或同等海外院校）优先；2、精通Excel，熟练运用SQL，具备熟练了解和使用任一数据分析工具：Python、R、SAS、SPSS、Tableau；3、具备较强的需求分析能力和逻辑思维能力，能够主动思考和快速学习；4、优秀的沟通能力和团队协作能力，积极主动推进相关项目、责任心强、注重细节。,文娱丨内容,D轮及以上,500-2000人
数据分析师,虎扑招聘,20k-30k,上海,经验3-5年,本科及以上,职位描述：岗位职责：1）与业务相关方进行需求沟通并独立承担数据分析等数据工作；2）对日常运营产品数据监控和分析；岗位要求：1）本科及以上学历，3年以上互联网行业相关经验；2）精通sql，熟悉mysql数据库，能编写较复杂的计算逻辑；3）熟练运用R、PYTHON、SAS等主流数据分析软件工具；4）有数据敏感度，能从海量数据中提取核心结论，并用清晰且简洁的方式呈现其商业洞察；5）逻辑思维清晰，严谨细致，有良好的沟通理解能力和跨团队协作精神；6）了解Tableau、帆软等BI工具者优先；     7）有大型互联网公司从业经验的优先,"移动互联网,文娱丨内容",D轮及以上,500-2000人
高级数据分析师-北京,美图公司招聘,20k-35k,北京,经验3-5年,本科及以上,职位描述：1、优化业务监控指标体系，诊断业务健康度，及时发现业务问题与机会，进行异常排查、专项分析等工作，发现问题、定位原因，并能提出有效的解决策略；2、主动协助业务部门开展策略研究（版本迭代、用户行为、召回机制等），能够基于业务实际问题快速响应，发现业务增长点，输出高质量的洞察和判断，为决策提供引导；3、开展专项研究，深度挖掘用户数据，找出行为规律并模型化，驱动产品、运营策略迭代；核心战略决策的数据洞察与支持。工作要求：1、2年以上互联网行业数据分析工作经验；2、熟悉常用数据工具，Office，HiveQL，Tableau，Python等；3、掌握常用数据分析方法、AB实验基础理论，并有丰富的应用经验；4、产品同理心强，能通过数据分析以洞察用户偏好5、结果导向，对业务理解能力强，敏锐的洞察、分析能力；6、严谨、客观的数据态度，良好的沟通能力、表达能力、时间管理能力。加分项：*有美颜或相机相关工具产品数据分析经验；*有过用户增长、数据埋点、用户行为分析、分层体系、挖掘项目经验优先。,硬件,上市公司,2000人以上
